-39.135773,-94.148399,36
-39.135773,-94.148399,30
-39.135773,-94.148399,24
-39.135773,-94.148399,18
-39.135773,-94.148399,12
-39.135773,-94.148399,6
-39.135773,-94.148399,0
-33.119424,-94.331841,36
-33.119424,-94.331841,30
-33.119424,-94.331841,24
-33.119424,-94.331841,18
-33.119424,-94.331841,12
-33.119424,-94.331841,6
-33.119424,-94.331841,0
-27.103075,-94.515282,36
-27.103075,-94.515282,30
-27.103075,-94.515282,24
-27.103075,-94.515282,18
-27.103075,-94.515282,12
-27.103075,-94.515282,6
-27.103075,-94.515282,0
-21.086726,-94.698724,36
-21.086726,-94.698724,30
-21.086726,-94.698724,24
-21.086726,-94.698724,18
-21.086726,-94.698724,12
-21.086726,-94.698724,6
-21.086726,-94.698724,0
-15.070377,-94.882165,36
-15.070377,-94.882165,30
-15.070377,-94.882165,24
-15.070377,-94.882165,18
-15.070377,-94.882165,12
-15.070377,-94.882165,6
-15.070377,-94.882165,0
-9.054028,-95.065607,36
-9.054028,-95.065607,30
-9.054028,-95.065607,24
-9.054028,-95.065607,18
-9.054028,-95.065607,12
-9.054028,-95.065607,6
-9.054028,-95.065607,0
-3.037679,-95.249048,36
-3.037679,-95.249048,30
-3.037679,-95.249048,24
-3.037679,-95.249048,18
-3.037679,-95.249048,12
-3.037679,-95.249048,6
-3.037679,-95.249048,0
2.978669,-95.43249,36
2.978669,-95.43249,30
2.978669,-95.43249,24
2.978669,-95.43249,18
2.978669,-95.43249,12
2.978669,-95.43249,6
2.978669,-95.43249,0
8.995018,-95.615931,36
8.995018,-95.615931,30
8.995018,-95.615931,24
8.995018,-95.615931,18
8.995018,-95.615931,12
8.995018,-95.615931,6
8.995018,-95.615931,0
15.011367,-95.799373,36
15.011367,-95.799373,30
15.011367,-95.799373,24
15.011367,-95.799373,18
15.011367,-95.799373,12
15.011367,-95.799373,6
15.011367,-95.799373,0
21.027716,-95.982814,36
21.027716,-95.982814,30
21.027716,-95.982814,24
21.027716,-95.982814,18
21.027716,-95.982814,12
21.027716,-95.982814,6
21.027716,-95.982814,0
27.044065,-96.166256,36
27.044065,-96.166256,30
27.044065,-96.166256,24
27.044065,-96.166256,18
27.044065,-96.166256,12
27.044065,-96.166256,6
27.044065,-96.166256,0
33.060414,-96.349697,36
33.060414,-96.349697,30
33.060414,-96.349697,24
33.060414,-96.349697,18
33.060414,-96.349697,12
33.060414,-96.349697,6
33.060414,-96.349697,0
39.076763,-96.533138,36
39.076763,-96.533138,30
39.076763,-96.533138,24
39.076763,-96.533138,18
39.076763,-96.533138,12
39.076763,-96.533138,6
39.076763,-96.533138,0
45.093111,-96.71658,36
45.093111,-96.71658,30
45.093111,-96.71658,24
45.093111,-96.71658,18
45.093111,-96.71658,12
45.093111,-96.71658,6
45.093111,-96.71658,0
51.10946,-96.900021,36
51.10946,-96.900021,30
51.10946,-96.900021,24
51.10946,-96.900021,18
51.10946,-96.900021,12
51.10946,-96.900021,6
51.10946,-96.900021,0
57.125809,-97.083463,36
57.125809,-97.083463,30
57.125809,-97.083463,24
57.125809,-97.083463,18
57.125809,-97.083463,12
57.125809,-97.083463,6
57.125809,-97.083463,0
63.142158,-97.266904,36
63.142158,-97.266904,30
63.142158,-97.266904,24
63.142158,-97.266904,18
63.142158,-97.266904,12
63.142158,-97.266904,6
63.142158,-97.266904,0
69.158507,-97.450346,36
69.158507,-97.450346,30
69.158507,-97.450346,24
69.158507,-97.450346,18
69.158507,-97.450346,12
69.158507,-97.450346,6
69.158507,-97.450346,0
75.174856,-97.633787,36
75.174856,-97.633787,30
75.174856,-97.633787,24
75.174856,-97.633787,18
75.174856,-97.633787,12
75.174856,-97.633787,6
75.174856,-97.633787,0
81.191205,-97.817229,36
81.191205,-97.817229,30
81.191205,-97.817229,24
81.191205,-97.817229,18
81.191205,-97.817229,12
81.191205,-97.817229,6
81.191205,-97.817229,0
87.207554,-98.00067,36
87.207554,-98.00067,30
87.207554,-98.00067,24
87.207554,-98.00067,18
87.207554,-98.00067,12
87.207554,-98.00067,6
87.207554,-98.00067,0
93.223902,-98.184112,36
93.223902,-98.184112,30
93.223902,-98.184112,24
93.223902,-98.184112,18
93.223902,-98.184112,12
93.223902,-98.184112,6
93.223902,-98.184112,0
99.240251,-98.367553,36
99.240251,-98.367553,30
99.240251,-98.367553,24
99.240251,-98.367553,18
99.240251,-98.367553,12
99.240251,-98.367553,6
99.240251,-98.367553,0
105.2566,-98.550995,36
105.2566,-98.550995,30
105.2566,-98.550995,24
105.2566,-98.550995,18
105.2566,-98.550995,12
105.2566,-98.550995,6
105.2566,-98.550995,0
111.272949,-98.734436,36
111.272949,-98.734436,30
111.272949,-98.734436,24
111.272949,-98.734436,18
111.272949,-98.734436,12
111.272949,-98.734436,6
111.272949,-98.734436,0
